Fecha,Local,Visitante,Goles L,Goles V,Torneo
14/06/2025,México,República Dominicana,3,2,Copa Oro
13/06/2025,Sudáfrica,Comores,3,1,COSAFA Cup
13/06/2025,Angola,Madagascar,4,1,COSAFA Cup
10/06/2025,Honduras,Antigua & Barbuda,2,0,Campeonato del Mundo
10/06/2025,Perú,Ecuador,0,0,Campeonato del Mundo
10/06/2025,Costa Rica,Trinidad y Tobago,2,1,Campeonato del Mundo
10/06/2025,El Salvador,Surinam,1,1,Campeonato del Mundo
10/06/2025,México,Turquía,1,0,Amistosos Internacionales
10/06/2025,Puerto Rico,San Vicente y las Granadinas,2,1,Campeonato del Mundo
10/06/2025,Brasil,Paraguay,1,0,Campeonato del Mundo
10/06/2025,Canadá,Costa de Marfil,0,1,Amistosos Internacionales
10/06/2025,Argentina,Colombia,1,1,Campeonato del Mundo
10/06/2025,EE. UU.,Suiza,0,4,Amistosos Internacionales
10/06/2025,Panamá,Nicaragua,3,0,Campeonato del Mundo
10/06/2025,Jamaica,Guatemala,3,0,Campeonato del Mundo
10/06/2025,Uruguay,Venezuela,2,0,Campeonato del Mundo
10/06/2025,Haití,Curazao,1,5,Campeonato del Mundo
10/06/2025,Nueva Zelanda,Ucrania,1,2,Amistosos Internacionales
10/06/2025,Cuba,Bermudas,1,2,Campeonato del Mundo
10/06/2025,Bolivia,Chile,2,0,Campeonato del Mundo
10/06/2025,Letonia,Albania,1,1,Campeonato del Mundo
10/06/2025,Serbia,Andorra,3,0,Campeonato del Mundo
10/06/2025,San Marino,Austria,0,4,Campeonato del Mundo
10/06/2025,Grecia,Bulgaria,4,0,Amistosos Internacionales
10/06/2025,Israel,Eslovaquia,1,0,Amistosos Internacionales
10/06/2025,Finlandia,Polonia,2,1,Campeonato del Mundo
10/06/2025,Inglaterra,Senegal,1,3,Amistosos Internacionales
10/06/2025,Irlanda del Norte,Islandia,1,0,Amistosos Internacionales
10/06/2025,Luxemburgo,Irlanda,0,0,Amistosos Internacionales
10/06/2025,Países Bajos,Malta,8,0,Campeonato del Mundo
10/06/2025,Rumanía,Chipre,2,0,Campeonato del Mundo
10/06/2025,Arabia Saudí,Australia,1,2,Campeonato del Mundo
10/06/2025,Jordania,Irak,0,1,Campeonato del Mundo
10/06/2025,Palestina,Omán,1,1,Campeonato del Mundo
10/06/2025,Sudáfrica,Mozambique,2,0,Amistosos Internacionales
10/06/2025,Suecia,Argelia,4,3,Amistosos Internacionales
10/06/2025,Bielorrusia,Rusia,1,4,Amistosos Internacionales
10/06/2025,Dinamarca,Lituania,5,0,Amistosos Internacionales
10/06/2025,Malaui,Angola,0,1,COSAFA Cup
10/06/2025,Eslovenia,Bosnia-Herzegovina,2,1,Amistosos Internacionales
10/06/2025,Irán,Corea del Norte,3,0,Campeonato del Mundo
10/06/2025,Burundi,Mauritania,0,0,Amistosos Internacionales
10/06/2025,Níger,Zimbabue,1,1,Amistosos Internacionales
10/06/2025,Turkmenistán,Tailandia,3,1,Copa Asiática
10/06/2025,Kirguistán,Emiratos Árabes Unidos,1,1,Campeonato del Mundo
10/06/2025,Uzbekistán,Catar,3,0,Campeonato del Mundo
10/06/2025,Bangladés,Singapur,1,2,Copa Asiática
10/06/2025,Sudáfrica,Mauricio,0,0,COSAFA Cup
10/06/2025,Malasia,Vietnam,0,3,Copa Asiática
10/06/2025,China,Bahréin,1,0,Campeonato del Mundo
10/06/2025,Corea del Sur,Kuwait,4,0,Campeonato del Mundo
10/06/2025,Japón,Indonesia,6,0,Campeonato del Mundo
09/06/2025,Marruecos,Benín,1,0,Amistosos Internacionales
09/06/2025,Guinea Ecuatorial,Camerún,1,1,Amistosos Internacionales
09/06/2025,Argelia,Ruanda,2,0,Amistosos Internacionales
09/06/2025,Bélgica,Gales,4,3,Campeonato del Mundo
09/06/2025,Croacia,República Checa,5,1,Campeonato del Mundo
09/06/2025,Italia,Moldavia,2,0,Campeonato del Mundo
09/06/2025,Estonia,Noruega,0,1,Campeonato del Mundo
09/06/2025,Montenegro,Armenia,2,2,Amistosos Internacionales
09/06/2025,Kosovo,Comores,4,2,Amistosos Internacionales
09/06/2025,Liechtenstein,Escocia,0,4,Amistosos Internacionales
08/06/2025,Portugal,España,3,2,UEFA Nations League
08/06/2025,Georgia,Cabo Verde,1,1,Amistosos Internacionales
08/06/2025,RD Congo,Madagascar,3,1,Amistosos Internacionales
08/06/2025,Alemania,Francia,0,2,UEFA Nations League
08/06/2025,Angola,Lesoto,4,0,COSAFA Cup
07/06/2025,Belice,Panamá,0,2,Campeonato del Mundo
07/06/2025,Bahamas,Costa Rica,0,8,Campeonato del Mundo
07/06/2025,Nueva Zelanda,Costa de Marfil,1,0,Amistosos Internacionales
07/06/2025,Aruba,Haití,0,5,Campeonato del Mundo
07/06/2025,México,Suiza,2,4,Amistosos Internacionales
07/06/2025,Canadá,Ucrania,4,2,Amistosos Internacionales
07/06/2025,EE. UU.,Turquía,1,2,Amistosos Internacionales
07/06/2025,Anguila,El Salvador,0,3,Campeonato del Mundo
07/06/2025,Islas Caimán,Honduras,0,1,Campeonato del Mundo
07/06/2025,Islas Vírgenes Británicas,Jamaica,0,1,Campeonato del Mundo
07/06/2025,Albania,Serbia,0,0,Campeonato del Mundo
07/06/2025,Austria,Rumanía,2,1,Campeonato del Mundo
07/06/2025,Grecia,Eslovaquia,4,1,Amistosos Internacionales
07/06/2025,Finlandia,Países Bajos,0,2,Campeonato del Mundo
07/06/2025,Dinamarca,Irlanda del Norte,2,1,Amistosos Internacionales
07/06/2025,Andorra,Inglaterra,0,1,Campeonato del Mundo
07/06/2025,Bosnia-Herzegovina,San Marino,1,0,Campeonato del Mundo
07/06/2025,Sudáfrica,Zimbabue,2,0,COSAFA Cup
06/06/2025,Guatemala,República Dominicana,4,2,Campeonato del Mundo
06/06/2025,Nicaragua,Guyana,1,0,Campeonato del Mundo
06/06/2025,Curazao,Santa Lucía,4,0,Campeonato del Mundo
06/06/2025,Venezuela,Bolivia,2,0,Campeonato del Mundo
06/06/2025,Surinam,Puerto Rico,1,0,Campeonato del Mundo
06/06/2025,Colombia,Perú,0,0,Campeonato del Mundo
06/06/2025,Camerún,Uganda,3,0,Amistosos Internacionales
06/06/2025,Marruecos,Túnez,2,0,Amistosos Internacionales
06/06/2025,Níger,Gabón,4,3,Amistosos Internacionales
06/06/2025,Macedonia del Norte,Bélgica,1,1,Campeonato del Mundo
06/06/2025,Gibraltar,Croacia,0,7,Campeonato del Mundo
06/06/2025,Escocia,Islandia,1,3,Amistosos Internacionales
06/06/2025,Gales,Liechtenstein,3,0,Campeonato del Mundo
06/06/2025,Noruega,Italia,3,0,Campeonato del Mundo
06/06/2025,República Checa,Montenegro,2,0,Campeonato del Mundo
06/06/2025,Polonia,Moldavia,2,0,Amistosos Internacionales
06/06/2025,Irlanda,Senegal,1,1,Amistosos Internacionales
06/06/2025,Sudáfrica,Tanzania,0,0,Amistosos Internacionales
06/06/2025,Hungría,Suecia,0,2,Amistosos Internacionales
06/06/2025,Luxemburgo,Eslovenia,0,1,Amistosos Internacionales
06/06/2025,Kosovo,Armenia,5,2,Amistosos Internacionales
06/06/2025,Rusia,Nigeria,1,1,Amistosos Internacionales
06/06/2025,Bulgaria,Chipre,2,2,Amistosos Internacionales
06/06/2025,República Centroafricana,Mauritania,2,1,Amistosos Internacionales
05/06/2025,Chile,Argentina,0,1,Campeonato del Mundo
05/06/2025,Ecuador,Brasil,0,0,Campeonato del Mundo
05/06/2025,Paraguay,Uruguay,2,0,Campeonato del Mundo
05/06/2025,España,Francia,5,4,UEFA Nations League
05/06/2025,Irak,Corea del Sur,0,2,Campeonato del Mundo
05/06/2025,Catar,Irán,1,0,Campeonato del Mundo
05/06/2025,Kuwait,Palestina,0,2,Campeonato del Mundo
05/06/2025,RD Congo,Mali,1,0,Amistosos Internacionales
05/06/2025,Bielorrusia,Kazajistán,4,1,Amistosos Internacionales
05/06/2025,Angola,Namibia,1,1,COSAFA Cup
05/06/2025,Bahréin,Arabia Saudí,0,2,Campeonato del Mundo
05/06/2025,Argelia,Ruanda,2,0,Amistosos Internacionales
05/06/2025,Emiratos Árabes Unidos,Uzbekistán,0,0,Campeonato del Mundo
05/06/2025,Omán,Jordania,0,3,Campeonato del Mundo
05/06/2025,Indonesia,China,1,0,Campeonato del Mundo
05/06/2025,Singapur,Maldivas,3,1,Amistosos Internacionales
05/06/2025,Australia,Japón,1,0,Campeonato del Mundo
04/06/2025,Bermudas,Islas Caimán,5,0,Campeonato del Mundo
04/06/2025,Barbados,Aruba,1,1,Campeonato del Mundo
04/06/2025,Alemania,Portugal,1,2,UEFA Nations League
04/06/2025,Sudáfrica,Mozambique,0,1,COSAFA Cup
04/06/2025,Tailandia,India,2,0,Amistosos Internacionales
03/06/2025,Malasia,Cabo Verde,0,3,Amistosos Internacionales
02/06/2025,Túnez,Burkina Faso,2,0,Amistosos Internacionales
01/06/2025,Puerto Rico,Nicaragua,1,1,Amistosos Internacionales
